"Day","CAD_AUD","CHF_AUD","CNY_AUD","EUR_AUD","GBP_AUD","INR_AUD","JPY_AUD","NZD_AUD","PLN_AUD","USD_AUD","ZAR_AUD"
17602,1.0073,0.74753,4.9707,0.63874,0.56743,51.056999,84.040001,1.07583,2.67624,0.786269,9.2849
17603,1.011,0.74569,4.9769,0.63796,0.56604,51.102001,83.648003,1.07821,2.68114,0.78729,9.3057
17604,1.0183,0.741,4.961,0.63404,0.56247,50.908001,83.686996,1.07195,2.6685,0.785799,9.2638
17605,1.02064,0.74415,4.9703,0.63666,0.56394,51.040001,83.640999,1.07704,2.67401,0.787979,9.2757
17606,1.0161,0.74108,4.9177,0.6328,0.5586,50.580002,82.801003,1.0705,2.6644,0.778938,9.2655
17609,1.01018,0.73514,4.8851,0.62824,0.55333,50.089001,81.764,1.06749,2.64977,0.771605,9.2388
17610,1.0084,0.73308,4.8763,0.6248,0.5494,50.223999,81.696999,1.0633,2.63799,0.770832,9.264
17611,1.0048,0.73501,4.8637,0.62773,0.54902,50.113998,81.862999,1.07103,2.65434,0.769053,9.1925
17612,1.0027,0.73743,4.909,0.6296,0.54961,50.624001,82.350998,1.07512,2.65925,0.777478,9.1901
17613,0.99481,0.72806,4.8689,0.62417,0.54506,50.040001,80.752998,1.06607,2.63582,0.769349,9.134
17616,0.99282,0.73008,4.8419,0.6239,0.54482,49.969002,80.825996,1.06449,2.63857,0.770861,9.0237
17617,0.99531,0.73267,4.8582,0.62244,0.54458,50.223,81.805,1.06193,2.62745,0.775615,9.0232
17618,0.99001,0.7276,4.8232,0.6195,0.5422,49.872002,81.07,1.0574,2.60825,0.768758,8.9517
17619,0.98954,0.73262,4.816,0.62219,0.54398,49.859001,81.802002,1.06209,2.61657,0.766008,9.0143
17620,0.99025,0.73455,4.8269,0.6245,0.54765,49.948002,81.807999,1.06286,2.62587,0.76858,9.0899
17623,0.99052,0.73336,4.8214,0.6238,0.54727,49.946999,81.677002,1.06213,2.6269,0.768303,9.0916
17624,0.98894,0.7305,4.805,0.62251,0.54477,49.867001,80.959,1.06247,2.61911,0.765462,9.0696
17625,0.98375,0.7358,4.8253,0.62559,0.54599,49.884998,81.755997,1.0576,2.62259,0.768203,9.0852
17626,0.98462,0.74111,4.8597,0.62825,0.54793,50.165001,82.426003,1.05469,2.63966,0.771998,9.1642
17627,0.97914,0.73762,4.8272,0.62584,0.54734,49.700001,82.083,1.05572,2.62406,0.76683,9.1924
17630,0.98145,0.7366,4.8397,0.62582,0.54488,49.787998,82.146004,1.05566,2.6257,0.768226,9.2333
17631,0.97798,0.73611,4.8499,0.6248,0.5445,49.959999,82.183998,1.05364,2.61959,0.769959,9.3071
17632,0.97772,0.74249,4.872,0.62793,0.5471,50.374001,83.155998,1.05333,2.62929,0.776398,9.3435
17633,0.97568,0.74308,4.861,0.6273,0.547,50.613998,82.93,1.0526,2.62482,0.776518,9.2796
17634,0.97648,0.74653,4.8742,0.62913,0.54484,50.597,83.172997,1.05126,2.62886,0.775735,9.3499
17637,0.97961,0.74858,4.871,0.63014,0.54559,50.612999,83.559998,1.05787,2.62514,0.777448,9.3887
17638,0.97685,0.7453,4.8729,0.62754,0.54192,50.847,83.205002,1.05517,2.60529,0.777291,9.3622
17639,0.97528,0.75066,4.8725,0.6275,0.543,50.959999,83.110001,1.05794,2.61194,0.776699,9.3048
17640,0.98338,0.75435,4.8821,0.62914,0.54829,51.144001,83.580002,1.06341,2.61799,0.778889,9.2861
17641,0.97808,0.75031,4.8428,0.62558,0.5483,50.821999,82.971001,1.06386,2.60458,0.772338,9.2431
17644,0.97777,0.747,4.823,0.62385,0.54684,50.076,82.611,1.06322,2.60511,0.76599,9.2607
17645,0.9764,0.7435,4.7959,0.6225,0.54536,50.528,82.665001,1.06307,2.61563,0.760341,9.3759
17646,0.9746,0.74449,4.7904,0.6214,0.54346,50.458,82.730003,1.06869,2.61448,0.76063,9.3747
17647,0.97178,0.74389,4.7841,0.62199,0.54316,50.612,82.794998,1.0691,2.62794,0.757117,9.4196
17648,0.97247,0.7473,4.7818,0.6238,0.54283,50.43,82.588997,1.06954,2.63744,0.755687,9.3589
17651,0.9725,0.74826,4.7946,0.6247,0.54993,50.462002,82.621002,1.0683,2.62835,0.757518,9.3368
17652,0.96656,0.74618,4.7646,0.62346,0.54691,49.981998,82.342003,1.07032,2.64162,0.753239,9.3712
17653,0.96115,0.74567,4.7467,0.62395,0.54978,50.056999,82.208,1.0688,2.66612,0.74829,9.4797
17654,0.96448,0.7477,4.7571,0.6263,0.55154,49.873001,82.222,1.0695,2.67428,0.748671,9.5081
17655,0.96726,0.75072,4.7778,0.62783,0.5546,50.133999,82.123001,1.06908,2.67739,0.752842,9.4832
17658,0.96728,0.75277,4.7532,0.62932,0.55594,50.286999,82.113998,1.07172,2.67062,0.752423,9.4126
17659,0.96824,0.75313,4.7808,0.62992,0.554,50.423,81.897003,1.0697,2.68296,0.75188,9.4196
17660,0.96414,0.7453,4.7392,0.6276,0.5495,49.993,81.205002,1.0679,2.68579,0.744934,9.3688
17661,0.95825,0.74954,4.7392,0.62947,0.55058,50.188,81.919998,1.07602,2.68332,0.745935,9.3638
17662,0.96114,0.755,4.7724,0.63162,0.55654,50.556,82.365997,1.08084,2.68464,0.752615,9.2625
17665,0.96501,0.7546,4.7601,0.63172,0.55716,50.769001,82.555,1.08355,2.69191,0.75511,9.253
17666,0.96341,0.75269,4.7653,0.63072,0.55486,50.792999,82.575996,1.0879,2.69329,0.752598,9.276
17667,0.9609,0.74774,4.7601,0.63175,0.55316,50.793999,82.364998,1.088,2.71491,0.746848,9.3876
17668,0.9604,0.75211,4.7839,0.6362,0.55491,50.907001,82.961998,1.0878,2.71764,0.751767,9.3416
17669,0.96336,0.75181,4.7726,0.63649,0.55547,50.813,83.190002,1.09018,2.73447,0.750638,9.4596
17672,0.9685,0.7505,4.7721,0.63939,0.5582,51.014999,83.421997,1.0873,2.74954,0.752428,9.6016
17673,0.96876,0.75599,4.833,0.64308,0.5643,51.59,84.146004,1.0905,2.75825,0.758265,9.6059
17674,0.97127,0.75177,4.8174,0.64285,0.56382,51.497002,83.916,1.09165,2.75282,0.757892,9.5236
17675,0.97128,0.75234,4.8277,0.64614,0.56591,51.644001,83.133003,1.09197,2.77889,0.756716,9.4233
17676,0.9751,0.75069,4.8224,0.64587,0.56572,51.647999,82.764,1.09245,2.78263,0.757197,9.4067
17679,0.9801,0.74963,4.8075,0.6462,0.56774,51.071999,82.831001,1.0919,2.78486,0.755687,9.43
17680,0.98029,0.74945,4.8229,0.64897,0.5666,50.812,82.539001,1.08725,2.79051,0.754774,9.3958
17681,0.97501,0.74134,4.7967,0.64848,0.56449,50.702,81.093002,1.08593,2.80995,0.748167,9.493
17682,0.97607,0.74846,4.8543,0.64898,0.56991,51.007999,82.300003,1.0832,2.7942,0.757117,9.4847
17683,0.97876,0.74471,4.8424,0.64665,0.56898,50.939999,82.232002,1.07918,2.78943,0.756212,9.6032
17686,0.98049,0.7479,4.8351,0.64859,0.5667,50.662998,82.945,1.08416,2.78788,0.756882,9.5948
17687,0.9886,0.75597,4.8973,0.65394,0.57459,51.266998,84.120003,1.08814,2.79291,0.765404,9.6165
17688,0.98649,0.75037,4.878,0.65016,0.5686,51.103001,83.754997,1.08453,2.78079,0.762462,9.7184
17689,0.9922,0.7552,4.8883,0.65044,0.57101,51.166,84.401001,1.08876,2.77533,0.766577,9.7423
17690,0.98856,0.74674,4.8611,0.64561,0.56748,51.279999,83.515999,1.08477,2.7602,0.761441,9.8784
17693,0.98579,0.74857,4.8132,0.64505,0.56664,51.252998,83.188004,1.08,2.7586,0.76019,9.9308
17694,0.98753,0.75004,4.8618,0.64582,0.5686,51.259998,83.935997,1.0836,2.75366,0.760462,10.004
17695,0.98578,0.74736,4.8429,0.64464,0.5662,51.056,83.653999,1.08106,2.75925,0.757576,10.076
17696,0.98215,0.745,4.8376,0.64128,0.5654,51.159,83.455002,1.0776,2.74114,0.757071,10.074
17697,0.97918,0.74424,4.7719,0.64544,0.56315,50.478001,82.601997,1.07232,2.7652,0.746547,10.039
17700,0.9818,0.74216,4.7895,0.6416,0.56039,50.591,82.297997,1.0713,2.74538,0.743992,9.9832
17701,0.97808,0.73606,4.7614,0.6365,0.55833,50.314999,81.536003,1.06814,2.73892,0.740357,10.1083
17702,0.98094,0.7341,4.787,0.63748,0.56079,50.417999,81.317001,1.07002,2.74717,0.738825,10.145
17703,0.98087,0.7338,4.7653,0.63662,0.5594,50.122002,81.339996,1.07326,2.747,0.737409,10.067
17704,0.9825,0.73166,4.7852,0.6355,0.55691,50.083,81.110001,1.07373,2.75118,0.737898,10.02
17707,0.98761,0.73475,4.8325,0.63781,0.5607,50.457001,81.765999,1.07548,2.75634,0.743837,9.9699
17708,0.98525,0.73128,4.84,0.63319,0.55796,50.424,81.233002,1.07544,2.75083,0.74096,10.0257
17709,0.98314,0.73239,4.8571,0.6344,0.55903,50.488998,81.374001,1.07903,2.75094,0.739169,9.994
17710,0.97855,0.73182,4.8428,0.63491,0.55957,50.348999,80.918999,1.08118,2.76188,0.734322,10.1759
17711,0.97371,0.7329,4.8629,0.63529,0.56182,50.525002,81.160004,1.08798,2.77062,0.734646,10.12
17714,0.9722,0.7321,4.8948,0.6333,0.5599,50.66,81.910004,1.0905,2.76412,0.739864,10.148
17715,0.9673,0.72873,4.8874,0.63031,0.55831,50.382999,81.356003,1.09359,2.77134,0.733891,10.155
17716,0.9693,0.73193,4.8945,0.6328,0.559,50.527,81.459,1.09254,2.7799,0.737844,10.099
17717,0.96968,0.73235,4.8891,0.6329,0.5578,50.648998,81.550003,1.09145,2.77307,0.738171,10.096
17718,0.97042,0.73362,4.8972,0.63168,0.5584,50.832001,81.676003,1.08691,2.74826,0.738662,9.9979
17721,0.97378,0.73562,4.9312,0.6327,0.55924,51.061001,82.105003,1.08782,2.75389,0.743633,10.0054
17722,0.97934,0.74062,4.9358,0.63537,0.56354,51.243,82.882004,1.09068,2.73825,0.747049,10.016
17723,0.97432,0.73582,4.9105,0.63204,0.559,50.923,82.147003,1.08742,2.7275,0.7414,9.9113
17724,0.9724,0.7329,4.9152,0.63082,0.55763,50.573002,82.449997,1.0895,2.73744,0.736589,9.9846
17725,0.97488,0.74264,4.9313,0.63487,0.5617,50.666,83.435997,1.0927,2.74169,0.740686,9.862
17728,0.97606,0.7434,4.9609,0.6352,0.56085,50.801998,83.387001,1.09653,2.73842,0.742115,9.8376
17729,0.974,0.73901,4.9538,0.63316,0.56012,50.776001,83.313004,1.09267,2.72347,0.741471,9.7953
17730,0.97405,0.73799,4.942,0.6329,0.5627,50.429001,83.364998,1.08958,2.71859,0.737741,9.7959
17731,0.97417,0.7389,4.9646,0.63528,0.56569,50.726002,83.444,1.08904,2.73793,0.739891,9.8158
17732,0.97621,0.73525,4.9799,0.63166,0.56532,50.771,82.723999,1.091,2.74134,0.736279,9.9655
17735,0.97515,0.73644,5.0168,0.63297,0.56531,50.938999,82.538002,1.08952,2.73367,0.743301,9.9544
17736,0.97193,0.7329,5.0063,0.631,0.5631,50.763,82.253998,1.08794,2.73041,0.738007,9.9319
17737,0.97651,0.73772,5.0362,0.63545,0.56458,51.153,82.599998,1.09146,2.73368,0.742622,9.8603
17738,0.97246,0.73919,5.0426,0.63537,0.56507,51.216999,82.677002,1.08969,2.72959,0.74594,9.7754
17739,0.9639,0.73325,5.0063,0.63371,0.56287,50.612,81.989998,1.08725,2.71802,0.738007,9.7727
17742,0.96664,0.73548,5.0344,0.6346,0.56436,50.695999,82.088997,1.08875,2.71852,0.740083,9.7566
17743,0.9649,0.73191,5.0429,0.63261,0.56386,50.766998,82.206001,1.0853,2.70077,0.74073,9.7435
17744,0.96595,0.73484,5.048,0.63464,0.56548,50.743999,82.948997,1.09044,2.71193,0.74195,9.8235
17745,0.96254,0.73432,5.0474,0.63485,0.56415,50.568001,82.657997,1.08979,2.70537,0.740582,9.7819
17746,0.95856,0.73246,5.029,0.635,0.5651,50.452,82.178001,1.09227,2.71578,0.736008,9.8906
17749,0.96227,0.73541,5.0471,0.63955,0.5686,50.646,82.255997,1.09638,2.72009,0.73959,9.8627
17750,0.96031,0.73584,5.0557,0.63895,0.57055,50.778999,82.225998,1.0964,2.71944,0.738552,9.9236
17751,0.96929,0.73873,5.0655,0.6398,0.5733,50.896999,82.649002,1.1005,2.72337,0.742446,9.8892
17752,0.96692,0.73742,5.0698,0.6395,0.57659,50.945999,82.32,1.10938,2.72675,0.742777,9.9527
17753,0.96174,0.73268,5.0197,0.63971,0.57467,50.637001,81.889,1.11572,2.73607,0.737246,10.095
17756,0.9582,0.72474,4.9901,0.6394,0.57111,50.213001,80.616997,1.1058,2.74222,0.72881,10.3746
17757,0.95405,0.7213,5.0002,0.6372,0.56922,50.823002,80.396004,1.10481,2.73977,0.726797,10.468
17758,0.94473,0.71931,4.9763,0.6377,0.56887,50.560001,80.489998,1.10115,2.74368,0.723589,10.3306
17759,0.9502,0.7184,5.0102,0.63755,0.56969,50.521999,79.973,1.10256,2.75482,0.723369,10.548
17760,0.9551,0.72388,4.9901,0.63829,0.5708,50.819,80.57,1.1015,2.74754,0.725953,10.685
17763,0.95437,0.72729,5.0213,0.6389,0.5731,51.271999,80.732002,1.1023,2.74915,0.730818,10.7807
17764,0.95672,0.72664,5.0235,0.6383,0.5728,51.174999,80.660004,1.1048,2.74954,0.733649,10.645
17765,0.95921,0.72442,5.0327,0.63576,0.57012,51.366001,81.054001,1.09783,2.72894,0.735981,10.5937
17766,0.95375,0.72103,5.0123,0.63293,0.5682,51.193001,81.088997,1.09485,2.70203,0.733299,10.3915
17767,0.9485,0.71435,4.9756,0.6273,0.5654,50.721001,80.656998,1.09293,2.69125,0.724323,10.4268
17770,0.95528,0.7213,4.9817,0.63039,0.57099,51.222,81.719002,1.0948,2.69512,0.734408,10.4612
17771,0.95253,0.71963,5.0008,0.62892,0.56975,51.507,81.663002,1.09601,2.68505,0.734862,10.4049
17772,0.94908,0.71689,4.988,0.62785,0.57042,51.381001,81.594002,1.09356,2.68044,0.734107,10.422
17773,0.9429,0.7092,4.9806,0.62437,0.5608,51.530998,81.678001,1.08909,2.67606,0.731192,10.484
17774,0.94294,0.70336,4.9638,0.62249,0.55808,51.320999,80.599998,1.09225,2.67601,0.726164,10.673
17777,0.93893,0.69697,4.9086,0.61986,0.55637,51.025002,79.912003,1.08788,2.66581,0.719321,10.585
17778,0.94378,0.69857,4.9118,0.62051,0.56007,51.280998,80.066002,1.09094,2.66281,0.720825,10.7067
17779,0.9459,0.69954,4.9095,0.6199,0.55862,51.362,80.058998,1.0956,2.67175,0.718339,11.009
17780,0.94793,0.69877,4.909,0.61842,0.55717,51.581001,80.191002,1.09021,2.6742,0.719611,11.082
17781,0.94581,0.69418,4.9107,0.61876,0.55627,51.688999,79.444,1.09217,2.67366,0.719062,11.0122
17784,0.93703,0.68913,4.8599,0.61536,0.55022,50.963001,78.911003,1.0875,2.65204,0.711794,10.8535
17785,0.93561,0.6924,4.8682,0.61317,0.54573,51.466,78.989998,1.0902,2.64341,0.710985,10.809
17786,0.9288,0.69185,4.8826,0.61314,0.54627,51.601002,79.352997,1.09143,2.63849,0.711071,10.716
17787,0.9317,0.69562,4.9134,0.6167,0.54961,51.693001,79.742996,1.0919,2.65593,0.717062,10.7182
17788,0.93477,0.69447,4.9136,0.61474,0.5481,51.73,80.508003,1.09334,2.64538,0.718804,10.6183
17791,0.9317,0.691,4.9005,0.61453,0.54654,51.382,79.970001,1.09214,2.64484,0.714592,10.6774
17792,0.93349,0.68791,4.8943,0.6122,0.5433,51.777,79.790001,1.08872,2.63166,0.714592,10.695
17793,0.93728,0.69626,4.9518,0.61861,0.5486,52.478001,81.122002,1.0957,2.65166,0.722601,10.7395
17794,0.93767,0.70212,4.9651,0.62174,0.5523,52.477001,81.5,1.09263,2.66463,0.725953,10.633
17795,0.9401,0.69858,4.9829,0.61866,0.5488,52.412998,81.954002,1.0904,2.6536,0.728651,10.424
17798,0.93979,0.697,4.9495,0.6192,0.5562,52.613998,81.870003,1.08892,2.6674,0.727855,10.442
17799,0.93896,0.69922,4.9668,0.6169,0.5526,52.646,81.782997,1.0917,2.65089,0.725321,10.415
17800,0.9388,0.69971,4.9721,0.61619,0.54996,52.639,81.889999,1.0909,2.64043,0.7249,10.391
17801,0.94608,0.70041,4.9849,0.61771,0.55096,52.640999,81.791,1.0884,2.63816,0.725789,10.2563
17802,0.93914,0.70388,4.9567,0.61906,0.5507,52.227001,81.661003,1.08874,2.6429,0.720513,10.1671
17805,0.92753,0.70887,4.958,0.6224,0.55398,52.311001,82.198997,1.09067,2.66418,0.722392,10.1943
17806,0.9259,0.71068,4.9583,0.6241,0.55405,52.66,82.348999,1.0944,2.67487,0.722857,10.273
17807,0.92138,0.70714,4.9311,0.622,0.5536,52.368999,81.628998,1.0907,2.6716,0.718752,10.3124
17808,0.91391,0.7037,4.8688,0.61827,0.54831,51.997002,81.234001,1.09128,2.65797,0.709623,10.387
17809,0.91481,0.70196,4.8563,0.6146,0.5435,52.089001,80.638,1.09237,2.64817,0.7081,10.509
17812,0.91312,0.69915,4.8106,0.6118,0.53722,51.936001,80.194,1.09554,2.63223,0.705288,10.4532
17813,0.9159,0.70185,4.8954,0.6153,0.54019,52.333,79.970001,1.09644,2.65546,0.707364,10.496
17814,0.92,0.705,4.9204,0.61822,0.54072,52.834999,80.389,1.0966,2.66038,0.711491,10.361
17815,0.92178,0.69807,4.8843,0.61243,0.53483,52.395,79.179001,1.0934,2.64577,0.706414,10.4265
17816,0.92834,0.70528,4.9022,0.61466,0.53831,52.708,79.847,1.09156,2.64618,0.712454,10.3899
17819,0.92553,0.70413,4.9171,0.61523,0.54233,52.327,79.731003,1.09334,2.64286,0.710783,10.3278
17820,0.92707,0.70419,4.9301,0.6158,0.54237,52.588001,79.792,1.08559,2.64157,0.713542,10.2292
17821,0.92329,0.70693,4.9276,0.61664,0.54126,52.395,80.189003,1.08441,2.64109,0.713913,10.1185
17822,0.92613,0.7072,4.9197,0.61824,0.5427,52.284,80.083,1.08634,2.652,0.711101,10.134
17823,0.92796,0.70634,4.9177,0.61943,0.54492,52.139,79.598,1.0852,2.6658,0.709723,10.241
17826,0.93199,0.70866,4.9255,0.61798,0.54438,52.182999,80.004997,1.0786,2.65466,0.711329,10.252
17827,0.92639,0.7045,4.9072,0.6168,0.5453,51.988998,79.741997,1.07902,2.64699,0.707269,10.1283
17828,0.92754,0.70531,4.9138,0.618,0.54611,52.091999,79.733002,1.08191,2.65477,0.709119,10.0886
17829,0.9209,0.70407,4.897,0.6194,0.54801,51.666,79.108002,1.0848,2.67026,0.706299,10.281
17830,0.9252,0.70786,4.9151,0.62244,0.5521,51.796001,79.549004,1.08461,2.68246,0.708115,10.3417
17833,0.92946,0.70801,4.8811,0.6225,0.5529,52.076,79.421997,1.0871,2.6827,0.709774,10.334
17834,0.92727,0.70727,4.9103,0.62082,0.55167,51.780998,79.332001,1.081,2.68466,0.706329,10.379
17835,0.93095,0.71352,4.9392,0.6256,0.55853,52.255001,80.250999,1.08222,2.70935,0.709925,10.3681
17836,0.93188,0.71388,4.9348,0.62584,0.55464,52.332001,79.927002,1.08536,2.71696,0.708316,10.459
17837,0.94311,0.72207,4.9822,0.6318,0.55405,52.876999,81.208,1.08331,2.73,0.720513,10.3852
17840,0.9425,0.72148,4.9491,0.6315,0.55342,52.075001,81.433998,1.0825,2.71861,0.719828,10.27
17841,0.9452,0.7239,4.9888,0.6321,0.5522,52.654999,81.669998,1.0829,2.72011,0.721293,10.2004
17842,0.94995,0.7254,5.0052,0.63318,0.55234,52.794998,82.102997,1.07433,2.72401,0.72436,10.217
17843,0.95419,0.7283,5.0281,0.6361,0.55415,52.660999,82.610001,1.07233,2.72723,0.72759,10.131
17844,0.95503,0.73082,5.0306,0.63916,0.55609,52.542,82.797997,1.07637,2.73454,0.726681,10.257
17847,0.95342,0.72691,5.0264,0.63812,0.55851,52.326,82.268997,1.0737,2.73617,0.7227,10.3655
17848,0.95011,0.72494,4.9918,0.63926,0.5579,52.230999,81.575996,1.068,2.75126,0.717566,10.3732
17849,0.95627,0.72741,5.0256,0.63925,0.55561,52.462002,82.280998,1.06815,2.74347,0.723139,10.4332
17850,0.95812,0.72758,5.0235,0.6394,0.55695,52.254002,82.137001,1.0642,2.7448,0.723484,10.384
17851,0.9575,0.73214,5.0402,0.64189,0.56958,52.242001,82.568001,1.06539,2.75134,0.727167,10.3215
17854,0.96196,0.73127,5.0072,0.64108,0.57016,52.735001,82.485001,1.0656,2.76713,0.731797,10.227
17855,0.96087,0.72449,5.0588,0.6368,0.56727,52.188999,82.024002,1.06626,2.75685,0.729501,10.2236
17856,0.96011,0.71777,5.0053,0.6345,0.56421,51.493999,81.327003,1.06265,2.73472,0.721657,10.176
17857,0.96042,0.72166,5.0235,0.63757,0.56826,51.731998,82.061996,1.0625,2.74285,0.726216,10.116
17858,0.9557,0.72096,5.0202,0.63574,0.5629,51.207001,81.889999,1.06471,2.72894,0.725021,9.965
17861,0.95659,0.72114,4.9842,0.63792,0.56442,51.092999,81.666,1.0678,2.73763,0.72338,10.0134
17862,0.95727,0.72098,5.0073,0.6373,0.56368,51.096001,81.982002,1.06596,2.73757,0.72235,10.0504
17863,0.96111,0.72174,5.018,0.63984,0.5673,51.120998,82.240997,1.06328,2.74619,0.722961,10.0629
17864,0.96942,0.7246,5.0718,0.6423,0.5693,51.536999,82.910004,1.0621,2.7524,0.730252,10.0596
17865,0.97201,0.72921,5.076,0.64262,0.57269,51.032001,83.029999,1.06621,2.75432,0.732188,10.001
17868,0.97733,0.73621,5.0937,0.65,0.57816,50.921001,83.874001,1.06675,2.78694,0.737311,10.1192
17869,0.97085,0.73413,5.0572,0.64784,0.5779,51.764999,83.556999,1.06193,2.77038,0.735689,10.071
17870,0.9736,0.73233,5.0162,0.64749,0.5774,51.752998,82.769997,1.05823,2.77129,0.734592,10.1526
17871,0.97094,0.72449,4.9752,0.64025,0.5709,51.221001,82.144997,1.054,2.74161,0.726639,10.0529
17872,0.96842,0.71827,4.9711,0.63565,0.56582,51.181,81.480003,1.05089,2.72026,0.723118,10.1551
17875,0.9567,0.71072,4.9254,0.6299,0.5645,51.085999,80.779999,1.04915,2.70278,0.718494,10.183
17876,0.96341,0.71152,4.9639,0.63314,0.57244,52.083,81.380997,1.04592,2.71852,0.719099,10.3258
17877,0.9649,0.71631,4.9719,0.63696,0.57732,52.108002,81.777,1.04721,2.73851,0.721293,10.328
17878,0.96353,0.7164,4.9608,0.63465,0.57158,51.806,81.772003,1.05231,2.72295,0.722126,10.18
17879,0.96423,0.7173,4.9637,0.6355,0.5706,51.637001,82.026001,1.0535,2.72976,0.722491,10.245
17882,0.96057,0.71584,4.9498,0.63462,0.57009,51.556999,81.359001,1.0563,2.72207,0.717566,10.3175
17883,0.962,0.71244,4.9434,0.63217,0.5687,51.342999,80.971001,1.05382,2.70735,0.717721,10.3197
17884,0.96732,0.71308,4.9484,0.63179,0.5679,50.706001,80.869003,1.048,2.70705,0.718804,10.301
17885,0.95853,0.70707,4.8954,0.62467,0.56337,50.251999,79.953003,1.0496,2.67861,0.711389,10.215
17886,0.9605,0.70215,4.8932,0.62103,0.56158,49.747002,79.098999,1.05026,2.6592,0.711592,10.2313
17889,0.95854,0.70064,4.8628,0.61985,0.55731,49.418999,78.286003,1.0494,2.65595,0.70502,10.303
17890,0.9593,0.6952,4.8627,0.61715,0.5543,49.341999,77.760002,1.04566,2.6394,0.705219,10.223
17891,0.95716,0.69482,4.854,0.61721,0.55523,49.442001,77.779999,1.04679,2.64879,0.704612,10.2928
17892,0.96021,0.70352,4.8981,0.62265,0.55928,49.508999,78.667999,1.0496,2.66575,0.707479,10.262
17893,0.95813,0.69443,4.8243,0.61538,0.55624,49.455002,77.981003,1.04988,2.64124,0.703532,10.199
17896,0.95972,0.69289,4.8407,0.61574,0.55502,49.173,77.725998,1.05014,2.64631,0.704473,10.1593
17897,0.9617,0.69275,4.823,0.61252,0.55274,48.993999,77.175003,1.0462,2.64631,0.704176,10.1021
17898,0.96028,0.69205,4.8835,0.61485,0.5525,48.794998,77.285004,1.0488,2.63577,0.704791,10.139
17899,0.9421,0.684,4.7406,0.6106,0.5521,48.375,74.324997,1.0429,2.62593,0.691898,10.085
17900,0.94426,0.69165,4.8113,0.615,0.55472,49.076,75.527,1.04739,2.63799,0.700624,10.03
17903,0.95237,0.70217,4.8807,0.62426,0.55933,49.457001,77.302002,1.05629,2.67856,0.712378,9.9656
17904,0.9496,0.69949,4.8878,0.62226,0.55875,49.820999,77.57,1.05747,2.67242,0.714592,9.9095
17905,0.94884,0.70247,4.8994,0.62517,0.56226,50.181,77.904999,1.06268,2.68511,0.716332,9.9955
17906,0.94795,0.69891,4.8834,0.62099,0.56059,50.589001,77.627998,1.05666,2.67068,0.717566,9.9412
17907,0.9511,0.7068,4.8729,0.62445,0.5634,50.57,77.82,1.05907,2.68198,0.718701,9.9558
17910,0.95556,0.7082,4.8695,0.6282,0.5605,50.752998,78.089996,1.0548,2.69596,0.720513,9.9857
17911,0.9553,0.70633,4.866,0.62747,0.55914,50.893002,77.929001,1.05423,2.69158,0.719942,9.9199
17912,0.95568,0.7112,4.8654,0.63138,0.55989,51.207001,78.299004,1.05626,2.70942,0.720767,9.897
17913,0.95103,0.71012,4.8415,0.62926,0.55661,50.868,78.206001,1.05893,2.69361,0.717309,9.8157
17914,0.95485,0.71455,4.8656,0.63108,0.55373,51.029999,78.476997,1.06303,2.70515,0.719031,9.8613
17917,0.95091,0.7129,4.8485,0.63016,0.5573,50.976002,78.541,1.06258,2.70208,0.716384,9.9013
17918,0.95186,0.71404,4.8599,0.6295,0.555,50.911999,78.507004,1.0638,2.6965,0.715891,9.8923
17919,0.95131,0.71015,4.8419,0.6267,0.54959,50.685001,77.873001,1.05486,2.68538,0.71221,9.9461
17920,0.95346,0.7104,4.8471,0.6275,0.5463,50.806999,78.220001,1.0511,2.69123,0.714796,9.8752
17921,0.94651,0.70587,4.8048,0.62675,0.54036,50.289001,77.694,1.04883,2.68624,0.709119,9.7217
17924,0.94928,0.712,4.8371,0.62899,0.5435,50.918999,78.535004,1.0488,2.69557,0.717942,9.7661
17925,0.9497,0.71057,4.8258,0.6268,0.54447,50.901001,78.283997,1.0477,2.69031,0.716599,9.7866
17926,0.94974,0.71171,4.8127,0.6256,0.5469,51.077999,78.279999,1.04904,2.68697,0.715922,9.7421
17927,0.95339,0.72076,4.8649,0.63157,0.55301,51.615002,79.040001,1.05173,2.70573,0.725468,9.6757
17928,0.95438,0.72269,4.8664,0.63516,0.55466,51.544998,79.141998,1.05174,2.70679,0.727167,9.6375
17931,0.94938,0.7215,4.8822,0.6326,0.554,51.726002,79.309998,1.05065,2.71005,0.7249,9.6547
17932,0.94618,0.71966,4.8585,0.6306,0.55349,51.674999,79.327003,1.04873,2.70209,0.721402,9.6775
17933,0.95064,0.72418,4.8785,0.63481,0.55901,51.754002,79.630997,1.04948,2.72076,0.724375,9.6861
17934,0.93936,0.71238,4.7893,0.62544,0.54951,50.811001,78.181,1.04984,2.686,0.710995,9.6161
17935,0.94441,0.71116,4.7794,0.6257,0.54789,50.536999,77.869003,1.05152,2.69401,0.709542,9.6581
17938,0.94267,0.70952,4.7382,0.62699,0.54884,50.429001,77.949997,1.05026,2.70284,0.710177,9.6688
17939,0.93953,0.70918,4.7902,0.626,0.54903,50.191002,77.973,1.04835,2.70637,0.706349,9.7399
17940,0.93982,0.71484,4.807,0.62669,0.55105,50.080002,78.512001,1.0539,2.7116,0.71048,9.773
17941,0.9398,0.715,4.7865,0.62948,0.5513,50.206001,78.639999,1.0408,2.73008,0.70922,9.9603
